Crash_ID,Crash_Date,Unit_Death_Count,Ethnicity,Gender
17854900,8/23/2020,0,H - HISPANIC,1 - MALE
17854900,8/23/2020,0,No Data,99 - UNKNOWN
17854900,8/23/2020,0,B - BLACK,1 - MALE
17829572,8/24/2020,0,H - HISPANIC,2 - FEMALE
17838054,8/24/2020,0,W - WHITE,1 - MALE
17830458,8/25/2020,1,W - WHITE,2 - FEMALE
17831182,8/25/2020,0,H - HISPANIC,1 - MALE
17831182,8/25/2020,0,H - HISPANIC,2 - FEMALE
17831182,8/25/2020,0,W - WHITE,2 - FEMALE
17831182,8/25/2020,0,W - WHITE,2 - FEMALE
17831182,8/25/2020,0,W - WHITE,2 - FEMALE
17833737,8/25/2020,0,W - WHITE,2 - FEMALE
17833759,8/26/2020,0,99 - UNKNOWN,99 - UNKNOWN
17835080,8/26/2020,0,99 - UNKNOWN,1 - MALE
17835080,8/26/2020,0,W - WHITE,2 - FEMALE
17835080,8/26/2020,0,W - WHITE,1 - MALE
17834303,8/27/2020,0,W - WHITE,1 - MALE
17835121,8/27/2020,0,H - HISPANIC,1 - MALE
17845740,8/27/2020,0,W - WHITE,2 - FEMALE
17835128,8/28/2020,0,H - HISPANIC,2 - FEMALE
17838184,8/28/2020,0,H - HISPANIC,1 - MALE
17838184,8/28/2020,0,H - HISPANIC,1 - MALE
17838184,8/28/2020,0,A - ASIAN,1 - MALE
17838184,8/28/2020,0,A - ASIAN,2 - FEMALE
17838184,8/28/2020,0,A - ASIAN,2 - FEMALE
17838184,8/28/2020,0,A - ASIAN,2 - FEMALE
17838184,8/28/2020,0,A - ASIAN,1 - MALE
17838205,8/28/2020,0,H - HISPANIC,1 - MALE
17838211,8/28/2020,0,H - HISPANIC,1 - MALE
17838216,8/28/2020,0,W - WHITE,1 - MALE
17844826,8/28/2020,0,H - HISPANIC,2 - FEMALE
17844826,8/28/2020,0,No Data,2 - FEMALE
17844826,8/28/2020,0,B - BLACK,1 - MALE
17838217,8/29/2020,0,W - WHITE,1 - MALE
17838220,8/29/2020,0,H - HISPANIC,2 - FEMALE
17838356,8/29/2020,0,H - HISPANIC,1 - MALE
17838356,8/29/2020,0,H - HISPANIC,2 - FEMALE
17838356,8/29/2020,0,H - HISPANIC,1 - MALE
17838356,8/29/2020,0,H - HISPANIC,2 - FEMALE
17838356,8/29/2020,0,H - HISPANIC,1 - MALE
17838362,8/29/2020,0,H - HISPANIC,2 - FEMALE
17838362,8/29/2020,0,H - HISPANIC,1 - MALE
17838362,8/29/2020,0,H - HISPANIC,1 - MALE
17852651,8/29/2020,0,W - WHITE,1 - MALE
17852651,8/29/2020,0,W - WHITE,2 - FEMALE
17838481,8/30/2020,0,99 - UNKNOWN,99 - UNKNOWN
17838484,8/30/2020,0,99 - UNKNOWN,99 - UNKNOWN
17838487,8/30/2020,0,H - HISPANIC,2 - FEMALE
17838499,8/30/2020,0,W - WHITE,1 - MALE
17838499,8/30/2020,0,W - WHITE,2 - FEMALE
17838499,8/30/2020,0,W - WHITE,1 - MALE
17838514,8/30/2020,0,B - BLACK,2 - FEMALE
17838572,8/30/2020,0,B - BLACK,1 - MALE
17838572,8/30/2020,0,H - HISPANIC,1 - MALE
17838572,8/30/2020,0,W - WHITE,2 - FEMALE
17838572,8/30/2020,0,H - HISPANIC,2 - FEMALE
17843161,8/30/2020,0,W - WHITE,1 - MALE
17843161,8/30/2020,0,W - WHITE,2 - FEMALE
17856877,8/30/2020,0,H - HISPANIC,1 - MALE
17867454,8/30/2020,0,99 - UNKNOWN,99 - UNKNOWN
17873091,8/30/2020,0,H - HISPANIC,1 - MALE
17873091,8/30/2020,0,H - HISPANIC,1 - MALE
17873091,8/30/2020,0,H - HISPANIC,1 - MALE
17873091,8/30/2020,0,H - HISPANIC,1 - MALE
17873091,8/30/2020,0,H - HISPANIC,1 - MALE
17873091,8/30/2020,0,H - HISPANIC,2 - FEMALE
17838576,8/31/2020,0,99 - UNKNOWN,99 - UNKNOWN
17838577,8/31/2020,0,B - BLACK,1 - MALE
17838577,8/31/2020,0,H - HISPANIC,2 - FEMALE
17838577,8/31/2020,0,H - HISPANIC,2 - FEMALE
17850160,8/31/2020,0,H - HISPANIC,2 - FEMALE
17850160,8/31/2020,0,H - HISPANIC,1 - MALE
17840649,9/1/2020,0,W - WHITE,2 - FEMALE
17844302,9/2/2020,0,H - HISPANIC,1 - MALE
17844302,9/2/2020,0,H - HISPANIC,1 - MALE
17844303,9/3/2020,0,B - BLACK,1 - MALE
17845836,9/4/2020,0,W - WHITE,1 - MALE
17850488,9/4/2020,0,H - HISPANIC,1 - MALE
17856937,9/4/2020,0,W - WHITE,2 - FEMALE
17860022,9/4/2020,0,99 - UNKNOWN,99 - UNKNOWN
17860022,9/4/2020,0,H - HISPANIC,1 - MALE
17860022,9/4/2020,0,No Data,1 - MALE
17850497,9/5/2020,0,H - HISPANIC,1 - MALE
17850498,9/5/2020,0,W - WHITE,1 - MALE
17850522,9/5/2020,0,W - WHITE,2 - FEMALE
17850782,9/5/2020,0,H - HISPANIC,1 - MALE
17850789,9/5/2020,0,99 - UNKNOWN,1 - MALE
17850789,9/5/2020,0,W - WHITE,2 - FEMALE
17850790,9/6/2020,0,B - BLACK,1 - MALE
17850790,9/6/2020,0,B - BLACK,1 - MALE
17850814,9/6/2020,0,B - BLACK,2 - FEMALE
17850814,9/6/2020,0,B - BLACK,2 - FEMALE
17851678,9/6/2020,0,W - WHITE,1 - MALE
17856950,9/6/2020,0,B - BLACK,1 - MALE
17851696,9/7/2020,0,W - WHITE,2 - FEMALE
17851946,9/7/2020,0,B - BLACK,2 - FEMALE
17851946,9/7/2020,0,W - WHITE,1 - MALE
17851946,9/7/2020,0,W - WHITE,1 - MALE
17989974,9/7/2020,0,H - HISPANIC,1 - MALE
17852742,9/8/2020,0,H - HISPANIC,2 - FEMALE
17856957,9/11/2020,0,B - BLACK,1 - MALE
17860098,9/11/2020,0,H - HISPANIC,1 - MALE
17860098,9/11/2020,0,B - BLACK,1 - MALE
17860107,9/11/2020,0,H - HISPANIC,2 - FEMALE
17869499,9/11/2020,0,W - WHITE,1 - MALE
17881816,9/11/2020,0,W - WHITE,1 - MALE
17860109,9/12/2020,0,H - HISPANIC,2 - FEMALE
17860109,9/12/2020,0,W - WHITE,1 - MALE
17860111,9/12/2020,0,H - HISPANIC,2 - FEMALE
17860111,9/12/2020,0,W - WHITE,1 - MALE
17860165,9/12/2020,0,H - HISPANIC,2 - FEMALE
17860166,9/12/2020,0,99 - UNKNOWN,99 - UNKNOWN
17860182,9/12/2020,0,W - WHITE,2 - FEMALE
17860182,9/12/2020,0,H - HISPANIC,1 - MALE
17860182,9/12/2020,0,H - HISPANIC,2 - FEMALE
17860182,9/12/2020,0,W - WHITE,2 - FEMALE
17860185,9/12/2020,0,W - WHITE,2 - FEMALE
17860186,9/12/2020,0,H - HISPANIC,1 - MALE
17860186,9/12/2020,0,H - HISPANIC,1 - MALE
17860189,9/12/2020,0,99 - UNKNOWN,99 - UNKNOWN
17860189,9/12/2020,0,H - HISPANIC,1 - MALE
17860191,9/12/2020,0,H - HISPANIC,1 - MALE
17860191,9/12/2020,0,W - WHITE,1 - MALE
17878871,9/12/2020,0,W - WHITE,1 - MALE
17937052,9/12/2020,0,H - HISPANIC,1 - MALE
17937052,9/12/2020,0,H - HISPANIC,1 - MALE
17937052,9/12/2020,0,H - HISPANIC,2 - FEMALE
17937052,9/12/2020,0,H - HISPANIC,1 - MALE
17937052,9/12/2020,0,B - BLACK,1 - MALE
17860263,9/13/2020,0,99 - UNKNOWN,99 - UNKNOWN
17878874,9/13/2020,0,W - WHITE,2 - FEMALE
17901593,9/13/2020,0,W - WHITE,2 - FEMALE
17860692,9/14/2020,0,W - WHITE,2 - FEMALE
17860692,9/14/2020,0,H - HISPANIC,2 - FEMALE
17864012,9/15/2020,0,H - HISPANIC,1 - MALE
17864012,9/15/2020,0,H - HISPANIC,1 - MALE
17864012,9/15/2020,0,H - HISPANIC,1 - MALE
17866001,9/15/2020,0,H - HISPANIC,1 - MALE
17866001,9/15/2020,0,H - HISPANIC,1 - MALE
17866002,9/15/2020,0,W - WHITE,1 - MALE
17864736,9/16/2020,0,W - WHITE,2 - FEMALE
17864736,9/16/2020,0,H - HISPANIC,1 - MALE
17864736,9/16/2020,0,H - HISPANIC,2 - FEMALE
17866013,9/16/2020,0,W - WHITE,1 - MALE
17867193,9/18/2020,0,99 - UNKNOWN,99 - UNKNOWN
17867193,9/18/2020,0,H - HISPANIC,1 - MALE
17868734,9/18/2020,0,H - HISPANIC,1 - MALE
17870556,9/18/2020,0,B - BLACK,2 - FEMALE
17870556,9/18/2020,0,W - WHITE,2 - FEMALE
17870563,9/18/2020,0,H - HISPANIC,1 - MALE
17870563,9/18/2020,0,H - HISPANIC,1 - MALE
17870563,9/18/2020,0,H - HISPANIC,1 - MALE
17870564,9/18/2020,0,W - WHITE,2 - FEMALE
17886497,9/18/2020,0,B - BLACK,2 - FEMALE
17870586,9/19/2020,0,H - HISPANIC,1 - MALE
17870596,9/19/2020,0,H - HISPANIC,1 - MALE
17870596,9/19/2020,0,H - HISPANIC,1 - MALE
17898124,9/19/2020,0,H - HISPANIC,1 - MALE
17898124,9/19/2020,0,B - BLACK,2 - FEMALE
17898124,9/19/2020,0,B - BLACK,1 - MALE
17870782,9/20/2020,0,W - WHITE,1 - MALE
17870960,9/20/2020,0,H - HISPANIC,1 - MALE
17870960,9/20/2020,0,H - HISPANIC,1 - MALE
17871869,9/20/2020,0,H - HISPANIC,2 - FEMALE
17871869,9/20/2020,0,H - HISPANIC,1 - MALE
17871869,9/20/2020,0,H - HISPANIC,2 - FEMALE
17871869,9/20/2020,0,H - HISPANIC,2 - FEMALE
17871869,9/20/2020,0,H - HISPANIC,2 - FEMALE
17875138,9/20/2020,0,B - BLACK,2 - FEMALE
17875138,9/20/2020,0,B - BLACK,2 - FEMALE
17875138,9/20/2020,0,B - BLACK,1 - MALE
17875138,9/20/2020,0,H - HISPANIC,2 - FEMALE
17875138,9/20/2020,0,99 - UNKNOWN,2 - FEMALE
17881820,9/20/2020,0,H - HISPANIC,1 - MALE
17881820,9/20/2020,0,H - HISPANIC,2 - FEMALE
17881820,9/20/2020,0,A - ASIAN,2 - FEMALE
17881822,9/20/2020,0,W - WHITE,2 - FEMALE
17937065,9/20/2020,0,99 - UNKNOWN,2 - FEMALE
17937065,9/20/2020,0,B - BLACK,1 - MALE
17870976,9/21/2020,0,W - WHITE,1 - MALE
17885928,9/21/2020,0,W - WHITE,2 - FEMALE
17875141,9/22/2020,0,H - HISPANIC,1 - MALE
17875150,9/22/2020,0,H - HISPANIC,2 - FEMALE
17875150,9/22/2020,0,W - WHITE,2 - FEMALE
17875150,9/22/2020,0,W - WHITE,2 - FEMALE
17875150,9/22/2020,0,W - WHITE,2 - FEMALE
17875150,9/22/2020,0,W - WHITE,2 - FEMALE
17875152,9/22/2020,0,W - WHITE,1 - MALE
17875228,9/23/2020,0,W - WHITE,1 - MALE
17876589,9/23/2020,0,W - WHITE,2 - FEMALE
17876589,9/23/2020,0,H - HISPANIC,1 - MALE
17876589,9/23/2020,0,W - WHITE,2 - FEMALE
17876590,9/23/2020,0,H - HISPANIC,1 - MALE
17876590,9/23/2020,0,H - HISPANIC,1 - MALE
17876590,9/23/2020,0,H - HISPANIC,2 - FEMALE
17876592,9/24/2020,0,W - WHITE,1 - MALE
17876664,9/24/2020,0,W - WHITE,1 - MALE
17876664,9/24/2020,0,B - BLACK,1 - MALE
17878973,9/24/2020,0,99 - UNKNOWN,2 - FEMALE
17878973,9/24/2020,0,W - WHITE,2 - FEMALE
17881825,9/24/2020,0,H - HISPANIC,1 - MALE
17881825,9/24/2020,0,H - HISPANIC,2 - FEMALE
17881926,9/25/2020,0,H - HISPANIC,1 - MALE
17881937,9/25/2020,0,H - HISPANIC,2 - FEMALE
17881937,9/25/2020,0,H - HISPANIC,1 - MALE
17881941,9/26/2020,0,W - WHITE,1 - MALE
17881942,9/26/2020,0,W - WHITE,2 - FEMALE
17881942,9/26/2020,0,H - HISPANIC,1 - MALE
17881942,9/26/2020,0,W - WHITE,2 - FEMALE
17881942,9/26/2020,0,B - BLACK,1 - MALE
17881942,9/26/2020,0,B - BLACK,2 - FEMALE
17882040,9/26/2020,0,H - HISPANIC,1 - MALE
17948380,9/26/2020,1,H - HISPANIC,1 - MALE
17948380,9/26/2020,0,W - WHITE,1 - MALE
17992918,9/26/2020,0,W - WHITE,1 - MALE
17992918,9/26/2020,0,A - ASIAN,1 - MALE
17882042,9/27/2020,0,W - WHITE,1 - MALE
17882121,9/27/2020,0,W - WHITE,1 - MALE
17882121,9/27/2020,0,H - HISPANIC,2 - FEMALE
17882121,9/27/2020,0,H - HISPANIC,1 - MALE
17882154,9/27/2020,0,H - HISPANIC,1 - MALE
17885984,9/27/2020,0,H - HISPANIC,2 - FEMALE
17882170,9/28/2020,0,H - HISPANIC,1 - MALE
17882170,9/28/2020,0,H - HISPANIC,2 - FEMALE
17882170,9/28/2020,0,H - HISPANIC,1 - MALE
17882170,9/28/2020,0,H - HISPANIC,1 - MALE
17882170,9/28/2020,0,H - HISPANIC,1 - MALE
17883905,9/28/2020,0,H - HISPANIC,1 - MALE
17883905,9/28/2020,0,H - HISPANIC,2 - FEMALE
17883905,9/28/2020,0,H - HISPANIC,2 - FEMALE
17883905,9/28/2020,0,B - BLACK,1 - MALE
17887736,9/28/2020,0,W - WHITE,2 - FEMALE
17898128,9/28/2020,0,W - WHITE,1 - MALE
17898128,9/28/2020,0,W - WHITE,1 - MALE
17898128,9/28/2020,0,W - WHITE,2 - FEMALE
17884020,9/29/2020,0,99 - UNKNOWN,99 - UNKNOWN
17885999,9/29/2020,0,W - WHITE,2 - FEMALE
17885999,9/29/2020,0,W - WHITE,2 - FEMALE
17885999,9/29/2020,0,W - WHITE,1 - MALE
17885999,9/29/2020,0,H - HISPANIC,1 - MALE
17885999,9/29/2020,0,H - HISPANIC,2 - FEMALE
17886000,9/29/2020,0,H - HISPANIC,1 - MALE
17886000,9/29/2020,0,W - WHITE,1 - MALE
17887737,9/29/2020,0,H - HISPANIC,1 - MALE
17887737,9/29/2020,0,W - WHITE,1 - MALE
17886008,9/30/2020,0,H - HISPANIC,1 - MALE
17887785,9/30/2020,0,W - WHITE,2 - FEMALE
17887785,9/30/2020,0,H - HISPANIC,1 - MALE
17992457,9/30/2020,0,H - HISPANIC,1 - MALE
17887792,10/1/2020,0,H - HISPANIC,1 - MALE
17887792,10/1/2020,0,A - ASIAN,2 - FEMALE
17887792,10/1/2020,0,No Data,2 - FEMALE
17887792,10/1/2020,0,B - BLACK,1 - MALE
17887792,10/1/2020,0,No Data,2 - FEMALE
17888540,10/1/2020,0,W - WHITE,1 - MALE
17889540,10/1/2020,0,W - WHITE,1 - MALE
17889601,10/1/2020,0,H - HISPANIC,1 - MALE
17889601,10/1/2020,0,H - HISPANIC,1 - MALE
17889601,10/1/2020,0,H - HISPANIC,1 - MALE
17889606,10/2/2020,0,W - WHITE,2 - FEMALE
17893241,10/2/2020,0,H - HISPANIC,1 - MALE
17893241,10/2/2020,0,B - BLACK,2 - FEMALE
17893241,10/2/2020,0,B - BLACK,2 - FEMALE
17912224,10/2/2020,0,W - WHITE,1 - MALE
17912224,10/2/2020,0,W - WHITE,1 - MALE
17893418,10/3/2020,0,W - WHITE,1 - MALE
17893418,10/3/2020,0,99 - UNKNOWN,99 - UNKNOWN
17893458,10/3/2020,0,99 - UNKNOWN,1 - MALE
17893458,10/3/2020,0,H - HISPANIC,1 - MALE
17893462,10/3/2020,0,H - HISPANIC,1 - MALE
17893462,10/3/2020,0,A - ASIAN,1 - MALE
17912225,10/3/2020,0,W - WHITE,2 - FEMALE
17912225,10/3/2020,0,98 - OTHER,1 - MALE
17912225,10/3/2020,0,W - WHITE,1 - MALE
17912225,10/3/2020,0,W - WHITE,2 - FEMALE
17912225,10/3/2020,0,H - HISPANIC,2 - FEMALE
17893598,10/4/2020,0,99 - UNKNOWN,99 - UNKNOWN
17893598,10/4/2020,0,A - ASIAN,1 - MALE
17893598,10/4/2020,0,A - ASIAN,1 - MALE
17893599,10/4/2020,0,H - HISPANIC,1 - MALE
17893599,10/4/2020,0,B - BLACK,2 - FEMALE
17893599,10/4/2020,0,B - BLACK,1 - MALE
17893600,10/4/2020,0,H - HISPANIC,1 - MALE
17893601,10/4/2020,0,H - HISPANIC,1 - MALE
17893601,10/4/2020,0,B - BLACK,1 - MALE
17893630,10/4/2020,0,H - HISPANIC,1 - MALE
17893630,10/4/2020,0,H - HISPANIC,2 - FEMALE
17893796,10/4/2020,0,H - HISPANIC,1 - MALE
17898212,10/6/2020,0,H - HISPANIC,2 - FEMALE
17898212,10/6/2020,0,H - HISPANIC,2 - FEMALE
17898212,10/6/2020,0,H - HISPANIC,1 - MALE
17898212,10/6/2020,0,H - HISPANIC,2 - FEMALE
17898212,10/6/2020,0,H - HISPANIC,1 - MALE
17898212,10/6/2020,0,H - HISPANIC,2 - FEMALE
17910506,10/6/2020,0,W - WHITE,2 - FEMALE
17900926,10/9/2020,0,99 - UNKNOWN,1 - MALE
17905053,10/9/2020,0,H - HISPANIC,2 - FEMALE
17905053,10/9/2020,0,W - WHITE,2 - FEMALE
17905058,10/9/2020,0,H - HISPANIC,1 - MALE
17915967,10/9/2020,0,H - HISPANIC,1 - MALE
17905070,10/10/2020,0,99 - UNKNOWN,99 - UNKNOWN
17905073,10/10/2020,0,H - HISPANIC,1 - MALE
17905075,10/10/2020,0,H - HISPANIC,2 - FEMALE
17905075,10/10/2020,0,No Data,2 - FEMALE
17905220,10/10/2020,0,B - BLACK,2 - FEMALE
17906732,10/10/2020,0,H - HISPANIC,1 - MALE
17906732,10/10/2020,0,H - HISPANIC,1 - MALE
17906732,10/10/2020,0,H - HISPANIC,1 - MALE
17915968,10/10/2020,0,H - HISPANIC,1 - MALE
17920336,10/10/2020,0,H - HISPANIC,1 - MALE
17920336,10/10/2020,0,H - HISPANIC,1 - MALE
17920336,10/10/2020,0,B - BLACK,1 - MALE
17905232,10/11/2020,0,W - WHITE,2 - FEMALE
17905314,10/11/2020,0,W - WHITE,2 - FEMALE
17906735,10/11/2020,0,H - HISPANIC,1 - MALE
17906735,10/11/2020,0,H - HISPANIC,1 - MALE
17906735,10/11/2020,0,H - HISPANIC,2 - FEMALE
17906735,10/11/2020,0,H - HISPANIC,2 - FEMALE
17906735,10/11/2020,0,H - HISPANIC,2 - FEMALE
17906746,10/11/2020,0,W - WHITE,1 - MALE
17906751,10/11/2020,0,H - HISPANIC,1 - MALE
17906751,10/11/2020,0,H - HISPANIC,2 - FEMALE
17906751,10/11/2020,0,H - HISPANIC,1 - MALE
17906751,10/11/2020,0,H - HISPANIC,2 - FEMALE
17906751,10/11/2020,0,H - HISPANIC,1 - MALE
17906751,10/11/2020,0,A - ASIAN,1 - MALE
17906817,10/11/2020,0,99 - UNKNOWN,2 - FEMALE
17906817,10/11/2020,1,W - WHITE,2 - FEMALE
17976204,10/11/2020,0,H - HISPANIC,1 - MALE
17976204,10/11/2020,0,H - HISPANIC,1 - MALE
17976204,10/11/2020,0,H - HISPANIC,2 - FEMALE
17998048,10/11/2020,0,W - WHITE,1 - MALE
17905319,10/12/2020,0,W - WHITE,1 - MALE
17905320,10/12/2020,0,H - HISPANIC,2 - FEMALE
17916165,10/12/2020,0,W - WHITE,2 - FEMALE
17918188,10/12/2020,0,H - HISPANIC,2 - FEMALE
17918188,10/12/2020,0,H - HISPANIC,2 - FEMALE
17918188,10/12/2020,0,H - HISPANIC,1 - MALE
17908726,10/13/2020,0,H - HISPANIC,1 - MALE
17908726,10/13/2020,0,H - HISPANIC,1 - MALE
17910518,10/14/2020,0,W - WHITE,1 - MALE
17910518,10/14/2020,0,H - HISPANIC,2 - FEMALE
17910518,10/14/2020,0,H - HISPANIC,1 - MALE
17920338,10/14/2020,0,H - HISPANIC,1 - MALE
17920338,10/14/2020,0,H - HISPANIC,1 - MALE
17920338,10/14/2020,0,B - BLACK,2 - FEMALE
17912304,10/15/2020,0,H - HISPANIC,2 - FEMALE
17912304,10/15/2020,0,W - WHITE,1 - MALE
17916323,10/16/2020,0,B - BLACK,2 - FEMALE
17916323,10/16/2020,0,A - ASIAN,1 - MALE
17916327,10/16/2020,0,W - WHITE,1 - MALE
17916327,10/16/2020,0,W - WHITE,1 - MALE
17918191,10/16/2020,0,B - BLACK,2 - FEMALE
17918191,10/16/2020,0,H - HISPANIC,1 - MALE
17916328,10/17/2020,0,H - HISPANIC,1 - MALE
17916331,10/17/2020,1,B - BLACK,2 - FEMALE
17916331,10/17/2020,0,W - WHITE,1 - MALE
17916331,10/17/2020,0,W - WHITE,1 - MALE
17916331,10/17/2020,0,W - WHITE,1 - MALE
17916331,10/17/2020,0,W - WHITE,1 - MALE
17916607,10/17/2020,0,W - WHITE,1 - MALE
17916620,10/17/2020,0,W - WHITE,2 - FEMALE
17916622,10/17/2020,0,H - HISPANIC,1 - MALE
17916622,10/17/2020,0,H - HISPANIC,2 - FEMALE
17916622,10/17/2020,0,H - HISPANIC,2 - FEMALE
17918192,10/17/2020,0,H - HISPANIC,1 - MALE
17938640,10/17/2020,0,No Data,1 - MALE
17938640,10/17/2020,0,No Data,1 - MALE
17938640,10/17/2020,0,No Data,99 - UNKNOWN
17916632,10/18/2020,0,W - WHITE,2 - FEMALE
17916632,10/18/2020,0,W - WHITE,2 - FEMALE
17916632,10/18/2020,0,W - WHITE,1 - MALE
17916632,10/18/2020,0,H - HISPANIC,1 - MALE
17916632,10/18/2020,0,H - HISPANIC,1 - MALE
17916635,10/18/2020,0,B - BLACK,1 - MALE
17916635,10/18/2020,0,99 - UNKNOWN,2 - FEMALE
17916636,10/18/2020,0,H - HISPANIC,1 - MALE
17916636,10/18/2020,0,W - WHITE,1 - MALE
17916720,10/18/2020,0,H - HISPANIC,2 - FEMALE
17916720,10/18/2020,0,H - HISPANIC,2 - FEMALE
17916720,10/18/2020,0,H - HISPANIC,2 - FEMALE
17916723,10/18/2020,0,H - HISPANIC,1 - MALE
17916726,10/18/2020,0,H - HISPANIC,1 - MALE
17916726,10/18/2020,0,H - HISPANIC,2 - FEMALE
17932385,10/18/2020,0,W - WHITE,2 - FEMALE
17916836,10/19/2020,0,H - HISPANIC,1 - MALE
17918275,10/19/2020,0,W - WHITE,1 - MALE
17918277,10/19/2020,0,B - BLACK,1 - MALE
17922573,10/19/2020,0,H - HISPANIC,1 - MALE
17922573,10/19/2020,1,99 - UNKNOWN,1 - MALE
17920349,10/20/2020,0,H - HISPANIC,2 - FEMALE
17920349,10/20/2020,0,H - HISPANIC,1 - MALE
17922005,10/20/2020,0,W - WHITE,1 - MALE
17933867,10/20/2020,0,B - BLACK,1 - MALE
17933867,10/20/2020,0,W - WHITE,1 - MALE
17935017,10/20/2020,0,W - WHITE,2 - FEMALE
18010959,10/20/2020,1,H - HISPANIC,1 - MALE
17940590,10/21/2020,0,H - HISPANIC,1 - MALE
17940590,10/21/2020,0,H - HISPANIC,1 - MALE
17922066,10/22/2020,0,H - HISPANIC,2 - FEMALE
17928447,10/22/2020,0,H - HISPANIC,2 - FEMALE
17928447,10/22/2020,0,H - HISPANIC,2 - FEMALE
17928447,10/22/2020,0,H - HISPANIC,2 - FEMALE
17928447,10/22/2020,0,B - BLACK,1 - MALE
17928447,10/22/2020,0,W - WHITE,1 - MALE
17928451,10/23/2020,0,H - HISPANIC,2 - FEMALE
17928452,10/23/2020,0,W - WHITE,2 - FEMALE
17928452,10/23/2020,0,W - WHITE,2 - FEMALE
17928452,10/23/2020,0,W - WHITE,2 - FEMALE
17928452,10/23/2020,0,B - BLACK,1 - MALE
17928512,10/23/2020,0,W - WHITE,1 - MALE
17936568,10/23/2020,0,W - WHITE,2 - FEMALE
17936568,10/23/2020,0,99 - UNKNOWN,99 - UNKNOWN
17928513,10/24/2020,0,H - HISPANIC,2 - FEMALE
17928515,10/24/2020,0,H - HISPANIC,2 - FEMALE
17928526,10/24/2020,0,H - HISPANIC,2 - FEMALE
17928526,10/24/2020,0,H - HISPANIC,2 - FEMALE
17928526,10/24/2020,0,H - HISPANIC,1 - MALE
17928591,10/24/2020,0,W - WHITE,1 - MALE
17928591,10/24/2020,0,H - HISPANIC,2 - FEMALE
17928675,10/25/2020,0,H - HISPANIC,1 - MALE
17928675,10/25/2020,0,H - HISPANIC,1 - MALE
17928680,10/25/2020,0,H - HISPANIC,2 - FEMALE
17928680,10/25/2020,0,W - WHITE,1 - MALE
17928683,10/25/2020,0,W - WHITE,1 - MALE
17928683,10/25/2020,0,W - WHITE,1 - MALE
17928683,10/25/2020,0,H - HISPANIC,1 - MALE
17928683,10/25/2020,0,W - WHITE,1 - MALE
17930424,10/25/2020,0,W - WHITE,1 - MALE
17930424,10/25/2020,0,W - WHITE,1 - MALE
17930424,10/25/2020,0,H - HISPANIC,2 - FEMALE
17930424,10/25/2020,0,H - HISPANIC,1 - MALE
17930424,10/25/2020,0,A - ASIAN,1 - MALE
17930424,10/25/2020,0,B - BLACK,2 - FEMALE
17930425,10/25/2020,0,H - HISPANIC,1 - MALE
17932411,10/25/2020,0,W - WHITE,1 - MALE
17932411,10/25/2020,0,B - BLACK,2 - FEMALE
17932411,10/25/2020,0,W - WHITE,2 - FEMALE
17928688,10/26/2020,0,H - HISPANIC,1 - MALE
17930427,10/26/2020,0,H - HISPANIC,1 - MALE
17930427,10/26/2020,0,H - HISPANIC,1 - MALE
17930444,10/26/2020,0,H - HISPANIC,1 - MALE
17930444,10/26/2020,0,W - WHITE,2 - FEMALE
17930444,10/26/2020,0,W - WHITE,2 - FEMALE
17930444,10/26/2020,0,H - HISPANIC,1 - MALE
17932421,10/27/2020,0,W - WHITE,1 - MALE
17932421,10/27/2020,0,H - HISPANIC,2 - FEMALE
17940600,10/27/2020,0,W - WHITE,1 - MALE
17940600,10/27/2020,0,H - HISPANIC,2 - FEMALE
17940600,10/27/2020,0,H - HISPANIC,2 - FEMALE
17932423,10/28/2020,0,W - WHITE,1 - MALE
17935137,10/28/2020,0,B - BLACK,2 - FEMALE
17935137,10/28/2020,0,H - HISPANIC,1 - MALE
17947440,10/28/2020,0,98 - OTHER,1 - MALE
17935146,10/29/2020,0,W - WHITE,2 - FEMALE
17936635,10/29/2020,0,W - WHITE,1 - MALE
17936635,10/29/2020,0,H - HISPANIC,2 - FEMALE
17936652,10/29/2020,0,B - BLACK,1 - MALE
17936653,10/29/2020,0,W - WHITE,1 - MALE
17936654,10/30/2020,0,H - HISPANIC,1 - MALE
17940601,10/30/2020,0,98 - OTHER,1 - MALE
17941609,10/30/2020,0,W - WHITE,2 - FEMALE
17941609,10/30/2020,0,H - HISPANIC,1 - MALE
17941611,10/30/2020,0,W - WHITE,2 - FEMALE
17941611,10/30/2020,0,H - HISPANIC,1 - MALE
17941611,10/30/2020,0,H - HISPANIC,1 - MALE
17942787,10/30/2020,0,H - HISPANIC,2 - FEMALE
17941618,10/31/2020,0,H - HISPANIC,1 - MALE
17941618,10/31/2020,0,W - WHITE,1 - MALE
17941620,10/31/2020,0,W - WHITE,2 - FEMALE
17941622,10/31/2020,0,W - WHITE,1 - MALE
17941975,10/31/2020,0,H - HISPANIC,2 - FEMALE
17941975,10/31/2020,0,H - HISPANIC,1 - MALE
17941975,10/31/2020,0,H - HISPANIC,1 - MALE
17941975,10/31/2020,0,H - HISPANIC,2 - FEMALE
17942115,10/31/2020,0,H - HISPANIC,1 - MALE
17942115,10/31/2020,0,H - HISPANIC,1 - MALE
17942115,10/31/2020,0,H - HISPANIC,1 - MALE
17942115,10/31/2020,0,H - HISPANIC,2 - FEMALE
